genome1,genome2,pair_id,S16_Vsearch_status,FastANI_status,Mash_status,FastAAI_Jaccard_status
GCA_003670295.1,GCA_965136655.1,GCA_003670295.1__GCA_965136655.1,PASS,PASS,PASS,PASS
GCA_003675955.1,GCA_014205315.1,GCA_003675955.1__GCA_014205315.1,PASS,PASS,PASS,PASS
GCA_003675955.1,GCA_024298965.1,GCA_003675955.1__GCA_024298965.1,PASS,PASS,PASS,PASS
GCA_003676335.1,GCA_004358345.1,GCA_003676335.1__GCA_004358345.1,PASS,PASS,PASS,PASS
GCA_003676335.1,GCA_023283745.1,GCA_003676335.1__GCA_023283745.1,PASS,PASS,PASS,PASS
GCA_003686955.1,GCA_053206125.1,GCA_003686955.1__GCA_053206125.1,PASS,PASS,PASS,PASS
GCA_003688445.1,GCA_033546815.1,GCA_003688445.1__GCA_033546815.1,PASS,PASS,PASS,PASS
GCA_003688615.2,GCA_014196095.1,GCA_003688615.2__GCA_014196095.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003688715.1,GCA_003856835.1,GCA_003688715.1__GCA_003856835.1,PASS,PASS,PASS,PASS
GCA_003688935.1,GCA_016889465.1,GCA_003688935.1__GCA_016889465.1,PASS,PASS,PASS,PASS
GCA_003693415.1,GCA_003697295.1,GCA_003693415.1__GCA_003697295.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,FAIL_THRESHOLD
GCA_003693415.1,GCA_021216655.1,GCA_003693415.1__GCA_021216655.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,FAIL_THRESHOLD
GCA_003693415.1,GCA_042646685.1,GCA_003693415.1__GCA_042646685.1,PASS,PASS,PASS,PASS
GCA_003693415.1,GCA_900168345.1,GCA_003693415.1__GCA_900168345.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,FAIL_THRESHOLD
GCA_003696215.1,GCA_042657805.1,GCA_003696215.1__GCA_042657805.1,PASS,PASS,PASS,PASS
GCA_003696315.1,GCA_024448495.1,GCA_003696315.1__GCA_024448495.1,PASS,PASS,PASS,PASS
GCA_003696345.1,GCA_042665835.1,GCA_003696345.1__GCA_042665835.1,PASS,PASS,PASS,FAIL_THRESHOLD
GCA_003696365.1,GCA_024448735.1,GCA_003696365.1__GCA_024448735.1,PASS,PASS,PASS,PASS
GCA_003697165.2,GCA_024519395.1,GCA_003697165.2__GCA_024519395.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003697165.2,GCA_900706755.1,GCA_003697165.2__GCA_900706755.1,PASS,PASS,PASS,FAIL_THRESHOLD
GCA_003697165.2,GCA_965137265.1,GCA_003697165.2__GCA_965137265.1,FAIL_THRESHOLD,PASS,PASS,PASS
GCA_003697295.1,GCA_021216655.1,GCA_003697295.1__GCA_021216655.1,PASS,PASS,PASS,PASS
GCA_003697295.1,GCA_042646685.1,GCA_003697295.1__GCA_042646685.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,FAIL_THRESHOLD
GCA_003697295.1,GCA_900168345.1,GCA_003697295.1__GCA_900168345.1,PASS,PASS,PASS,PASS
GCA_003700725.1,GCA_007858155.1,GCA_003700725.1__GCA_007858155.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003700725.1,GCA_007858175.1,GCA_003700725.1__GCA_007858175.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003702345.1,GCA_900235835.1,GCA_003702345.1__GCA_900235835.1,FAIL_THRESHOLD,FAIL_THRESHOLD,FAIL_THRESHOLD,FAIL_THRESHOLD
GCA_003703815.1,GCA_004217315.1,GCA_003703815.1__GCA_004217315.1,PASS,PASS,PASS,PASS
GCA_003703835.1,GCA_011758685.1,GCA_003703835.1__GCA_011758685.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003710105.1,GCA_042654225.1,GCA_003710105.1__GCA_042654225.1,PASS,PASS,PASS,PASS
GCA_003710805.1,GCA_042655905.1,GCA_003710805.1__GCA_042655905.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003710815.1,GCA_006540045.1,GCA_003710815.1__GCA_006540045.1,PASS,PASS,PASS,PASS
GCA_003710865.1,GCA_006540165.1,GCA_003710865.1__GCA_006540165.1,PASS,PASS,PASS,PASS
GCA_003710885.1,GCA_004117055.1,GCA_003710885.1__GCA_004117055.1,PASS,PASS,PASS,PASS
GCA_003710885.1,GCA_006540025.1,GCA_003710885.1__GCA_006540025.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003710905.1,GCA_006539065.1,GCA_003710905.1__GCA_006539065.1,PASS,PASS,PASS,PASS
GCA_003710915.1,GCA_965137435.1,GCA_003710915.1__GCA_965137435.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003711105.1,GCA_007829915.1,GCA_003711105.1__GCA_007829915.1,PASS,PASS,PASS,PASS
GCA_003711105.1,GCA_016862415.1,GCA_003711105.1__GCA_016862415.1,PASS,PASS,PASS,PASS
GCA_003716875.1,GCA_024347155.1,GCA_003716875.1__GCA_024347155.1,PASS,PASS,PASS,PASS
GCA_003716875.1,GCA_042643505.1,GCA_003716875.1__GCA_042643505.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003722055.1,GCA_900106905.1,GCA_003722055.1__GCA_900106905.1,PASS,PASS,PASS,PASS
GCA_003722095.1,GCA_009663395.1,GCA_003722095.1__GCA_009663395.1,PASS,PASS,PASS,PASS
GCA_003722115.1,GCA_900177455.1,GCA_003722115.1__GCA_900177455.1,PASS,PASS,PASS,PASS
GCA_003725335.1,GCA_014192485.1,GCA_003725335.1__GCA_014192485.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003725335.1,GCA_024623225.1,GCA_003725335.1__GCA_024623225.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003725545.1,GCA_010671795.1,GCA_003725545.1__GCA_010671795.1,PASS,PASS,PASS,PASS
GCA_003725955.1,GCA_014192995.1,GCA_003725955.1__GCA_014192995.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003725995.1,GCA_042676485.1,GCA_003725995.1__GCA_042676485.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003726015.1,GCA_016865385.1,GCA_003726015.1__GCA_016865385.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003726015.1,GCA_024171685.1,GCA_003726015.1__GCA_024171685.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003729955.1,GCA_004365465.1,GCA_003729955.1__GCA_004365465.1,PASS,PASS,PASS,PASS
GCA_003730015.1,GCA_900108525.1,GCA_003730015.1__GCA_900108525.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_003730275.1,GCA_014199165.1,GCA_003730275.1__GCA_014199165.1,PASS,PASS,PASS,PASS
GCA_003731635.1,GCA_042646105.1,GCA_003731635.1__GCA_042646105.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003731635.1,GCA_042678365.1,GCA_003731635.1__GCA_042678365.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003732435.1,GCA_004343305.1,GCA_003732435.1__GCA_004343305.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003732435.1,GCA_004798975.1,GCA_003732435.1__GCA_004798975.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003732435.1,GCA_042427495.1,GCA_003732435.1__GCA_042427495.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003732435.1,GCA_042432985.1,GCA_003732435.1__GCA_042432985.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003732545.1,GCA_003788635.1,GCA_003732545.1__GCA_003788635.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_003751345.1,GCA_006738645.1,GCA_003751345.1__GCA_006738645.1,PASS,PASS,PASS,PASS
GCA_003751605.1,GCA_003814885.1,GCA_003751605.1__GCA_003814885.1,PASS,PASS,PASS,PASS
GCA_003752135.1,GCA_005083985.2,GCA_003752135.1__GCA_005083985.2,PASS,PASS,PASS,PASS
GCA_003755125.1,GCA_900177615.1,GCA_003755125.1__GCA_900177615.1,PASS,PASS,PASS,PASS
GCA_003788975.1,GCA_003788985.1,GCA_003788975.1__GCA_003788985.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003788975.1,GCA_046112175.1,GCA_003788975.1__GCA_046112175.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003788975.1,GCA_900199375.1,GCA_003788975.1__GCA_900199375.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003788985.1,GCA_046112175.1,GCA_003788985.1__GCA_046112175.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003788985.1,GCA_900199375.1,GCA_003788985.1__GCA_900199375.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003795145.1,GCA_007991535.1,GCA_003795145.1__GCA_007991535.1,PASS,PASS,PASS,PASS
GCA_003795365.1,GCA_008806995.1,GCA_003795365.1__GCA_008806995.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003795365.1,GCA_900636515.1,GCA_003795365.1__GCA_900636515.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003797185.1,GCA_052036365.1,GCA_003797185.1__GCA_052036365.1,PASS,PASS,PASS,PASS
GCA_003797885.1,GCA_021560015.1,GCA_003797885.1__GCA_021560015.1,PASS,PASS,PASS,PASS
GCA_003813965.1,GCA_042658645.1,GCA_003813965.1__GCA_042658645.1,PASS,PASS,PASS,PASS
GCA_003813985.1,GCA_042659685.1,GCA_003813985.1__GCA_042659685.1,PASS,PASS,PASS,PASS
GCA_003814515.1,GCA_014634945.1,GCA_003814515.1__GCA_014634945.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003814515.1,GCA_965136265.1,GCA_003814515.1__GCA_965136265.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003814555.1,GCA_008033455.1,GCA_003814555.1__GCA_008033455.1,PASS,PASS,PASS,PASS
GCA_003814575.1,GCA_011455495.1,GCA_003814575.1__GCA_011455495.1,PASS,PASS,PASS,PASS
GCA_003814745.1,GCA_900110045.1,GCA_003814745.1__GCA_900110045.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003814815.1,GCA_007988985.1,GCA_003814815.1__GCA_007988985.1,PASS,PASS,PASS,PASS
GCA_003814815.1,GCA_007993825.1,GCA_003814815.1__GCA_007993825.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003814815.1,GCA_900111285.1,GCA_003814815.1__GCA_900111285.1,PASS,PASS,PASS,PASS
GCA_003815735.1,GCA_900637665.1,GCA_003815735.1__GCA_900637665.1,PASS,PASS,PASS,PASS
GCA_003815775.1,GCA_900156585.1,GCA_003815775.1__GCA_900156585.1,PASS,PASS,PASS,PASS
GCA_003815915.1,GCA_900156145.1,GCA_003815915.1__GCA_900156145.1,PASS,PASS,PASS,PASS
GCA_003815975.1,GCA_042651845.1,GCA_003815975.1__GCA_042651845.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003818115.1,GCA_900638065.1,GCA_003818115.1__GCA_900638065.1,PASS,PASS,PASS,PASS
GCA_003820355.1,GCA_042643185.1,GCA_003820355.1__GCA_042643185.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003841405.1,GCA_039544875.1,GCA_003841405.1__GCA_039544875.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003841405.1,GCA_053758585.1,GCA_003841405.1__GCA_053758585.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003843855.1,GCA_013377275.1,GCA_003843855.1__GCA_013377275.1,PASS,PASS,PASS,PASS
GCA_003850045.1,GCA_042681225.1,GCA_003850045.1__GCA_042681225.1,PASS,PASS,PASS,PASS
GCA_003850345.1,GCA_003851835.1,GCA_003850345.1__GCA_003851835.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_003851905.1,GCA_003850345.1__GCA_003851905.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_003945765.1,GCA_003850345.1__GCA_003945765.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_006322025.2,GCA_003850345.1__GCA_006322025.2,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_007858335.1,GCA_003850345.1__GCA_007858335.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_008801625.1,GCA_003850345.1__GCA_008801625.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_016803445.1,GCA_003850345.1__GCA_016803445.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_028747405.1,GCA_003850345.1__GCA_028747405.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_034044175.1,GCA_003850345.1__GCA_034044175.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_036689615.1,GCA_003850345.1__GCA_036689615.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_056591435.1,GCA_003850345.1__GCA_056591435.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_056591455.1,GCA_003850345.1__GCA_056591455.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_056591485.1,GCA_003850345.1__GCA_056591485.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_900183055.1,GCA_003850345.1__GCA_900183055.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850345.1,GCA_900625015.1,GCA_003850345.1__GCA_900625015.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003850565.1,GCA_019139855.1,GCA_003850565.1__GCA_019139855.1,PASS,PASS,PASS,PASS
GCA_003851105.1,GCA_003864435.1,GCA_003851105.1__GCA_003864435.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003851105.1,GCA_004000965.1,GCA_003851105.1__GCA_004000965.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003851105.1,GCA_050470865.1,GCA_003851105.1__GCA_050470865.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003851105.1,GCA_900454495.1,GCA_003851105.1__GCA_900454495.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003851725.1,GCA_019024305.1,GCA_003851725.1__GCA_019024305.1,PASS,PASS,PASS,PASS
GCA_003851725.1,GCA_042654165.1,GCA_003851725.1__GCA_042654165.1,PASS,PASS,PASS,PASS
GCA_003851835.1,GCA_003851905.1,GCA_003851835.1__GCA_003851905.1,PASS,PASS,PASS,PASS
GCA_003851835.1,GCA_003945765.1,GCA_003851835.1__GCA_003945765.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851835.1,GCA_006322025.2,GCA_003851835.1__GCA_006322025.2,PASS,PASS,PASS,PASS
GCA_003851835.1,GCA_007858335.1,GCA_003851835.1__GCA_007858335.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851835.1,GCA_008801625.1,GCA_003851835.1__GCA_008801625.1,PASS,PASS,PASS,PASS
GCA_003851835.1,GCA_016803445.1,GCA_003851835.1__GCA_016803445.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851835.1,GCA_028747405.1,GCA_003851835.1__GCA_028747405.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851835.1,GCA_034044175.1,GCA_003851835.1__GCA_034044175.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851835.1,GCA_036689615.1,GCA_003851835.1__GCA_036689615.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851835.1,GCA_056591435.1,GCA_003851835.1__GCA_056591435.1,PASS,PASS,PASS,PASS
GCA_003851835.1,GCA_056591455.1,GCA_003851835.1__GCA_056591455.1,PASS,PASS,PASS,PASS
GCA_003851835.1,GCA_056591485.1,GCA_003851835.1__GCA_056591485.1,PASS,PASS,PASS,PASS
GCA_003851835.1,GCA_900183055.1,GCA_003851835.1__GCA_900183055.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851835.1,GCA_900625015.1,GCA_003851835.1__GCA_900625015.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_003945765.1,GCA_003851905.1__GCA_003945765.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_006322025.2,GCA_003851905.1__GCA_006322025.2,PASS,PASS,PASS,PASS
GCA_003851905.1,GCA_007858335.1,GCA_003851905.1__GCA_007858335.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_008801625.1,GCA_003851905.1__GCA_008801625.1,PASS,PASS,PASS,PASS
GCA_003851905.1,GCA_016803445.1,GCA_003851905.1__GCA_016803445.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_028747405.1,GCA_003851905.1__GCA_028747405.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_034044175.1,GCA_003851905.1__GCA_034044175.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_036689615.1,GCA_003851905.1__GCA_036689615.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_056591435.1,GCA_003851905.1__GCA_056591435.1,PASS,PASS,PASS,PASS
GCA_003851905.1,GCA_056591455.1,GCA_003851905.1__GCA_056591455.1,PASS,PASS,PASS,PASS
GCA_003851905.1,GCA_056591485.1,GCA_003851905.1__GCA_056591485.1,PASS,PASS,PASS,PASS
GCA_003851905.1,GCA_900183055.1,GCA_003851905.1__GCA_900183055.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003851905.1,GCA_900625015.1,GCA_003851905.1__GCA_900625015.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003852715.1,GCA_042656645.1,GCA_003852715.1__GCA_042656645.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003854965.1,GCA_042680705.1,GCA_003854965.1__GCA_042680705.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003855155.1,GCA_023283865.1,GCA_003855155.1__GCA_023283865.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003856865.1,GCA_016908465.1,GCA_003856865.1__GCA_016908465.1,PASS,PASS,PASS,PASS
GCA_003858645.1,GCA_054777015.1,GCA_003858645.1__GCA_054777015.1,PASS,PASS,PASS,PASS
GCA_003858655.1,GCA_014646975.1,GCA_003858655.1__GCA_014646975.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003860505.1,GCA_965137075.1,GCA_003860505.1__GCA_965137075.1,PASS,PASS,PASS,PASS
GCA_003860565.1,GCA_900104195.1,GCA_003860565.1__GCA_900104195.1,PASS,PASS,PASS,PASS
GCA_003860585.1,GCA_042651905.1,GCA_003860585.1__GCA_042651905.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003864435.1,GCA_004000965.1,GCA_003864435.1__GCA_004000965.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003864435.1,GCA_050470865.1,GCA_003864435.1__GCA_050470865.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003864435.1,GCA_900454495.1,GCA_003864435.1__GCA_900454495.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003864995.1,GCA_004346685.1,GCA_003864995.1__GCA_004346685.1,PASS,PASS,PASS,PASS
GCA_003867075.1,GCA_009362255.1,GCA_003867075.1__GCA_009362255.1,PASS,PASS,PASS,PASS
GCA_003867075.1,GCA_900129475.1,GCA_003867075.1__GCA_900129475.1,PASS,PASS,PASS,PASS
GCA_003934295.1,GCA_029635795.1,GCA_003934295.1__GCA_029635795.1,PASS,PASS,PASS,PASS
GCA_003934295.1,GCA_051783805.1,GCA_003934295.1__GCA_051783805.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003937805.1,GCA_024347015.1,GCA_003937805.1__GCA_024347015.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003945345.1,GCA_014191785.1,GCA_003945345.1__GCA_014191785.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003945385.1,GCA_004361965.1,GCA_003945385.1__GCA_004361965.1,PASS,PASS,PASS,PASS
GCA_003945765.1,GCA_006322025.2,GCA_003945765.1__GCA_006322025.2,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003945765.1,GCA_007858335.1,GCA_003945765.1__GCA_007858335.1,PASS,PASS,PASS,PASS
GCA_003945765.1,GCA_008801625.1,GCA_003945765.1__GCA_008801625.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003945765.1,GCA_016803445.1,GCA_003945765.1__GCA_016803445.1,PASS,PASS,PASS,PASS
GCA_003945765.1,GCA_028747405.1,GCA_003945765.1__GCA_028747405.1,PASS,PASS,PASS,PASS
GCA_003945765.1,GCA_034044175.1,GCA_003945765.1__GCA_034044175.1,PASS,PASS,PASS,PASS
GCA_003945765.1,GCA_036689615.1,GCA_003945765.1__GCA_036689615.1,PASS,PASS,PASS,PASS
GCA_003945765.1,GCA_056591435.1,GCA_003945765.1__GCA_056591435.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003945765.1,GCA_056591455.1,GCA_003945765.1__GCA_056591455.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003945765.1,GCA_056591485.1,GCA_003945765.1__GCA_056591485.1,PASS,FAIL_THRESHOLD,FAIL_THRESHOLD,PASS
GCA_003945765.1,GCA_900183055.1,GCA_003945765.1__GCA_900183055.1,PASS,PASS,PASS,PASS
GCA_003945765.1,GCA_900625015.1,GCA_003945765.1__GCA_900625015.1,PASS,PASS,PASS,PASS
GCA_003946005.1,GCA_023923085.1,GCA_003946005.1__GCA_023923085.1,PASS,PASS,PASS,PASS
GCA_003946085.1,GCA_042659575.1,GCA_003946085.1__GCA_042659575.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946165.1,GCA_042680485.1,GCA_003946165.1__GCA_042680485.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946205.1,GCA_042680465.1,GCA_003946205.1__GCA_042680465.1,PASS,PASS,PASS,PASS
GCA_003946215.1,GCA_042680025.1,GCA_003946215.1__GCA_042680025.1,PASS,PASS,PASS,PASS
GCA_003946335.1,GCA_042659425.1,GCA_003946335.1__GCA_042659425.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946345.1,GCA_042659505.1,GCA_003946345.1__GCA_042659505.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946385.1,GCA_042679905.1,GCA_003946385.1__GCA_042679905.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946395.1,GCA_042680445.1,GCA_003946395.1__GCA_042680445.1,PASS,PASS,PASS,PASS
GCA_003946405.1,GCA_042680385.1,GCA_003946405.1__GCA_042680385.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946445.1,GCA_042659565.1,GCA_003946445.1__GCA_042659565.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946465.1,GCA_042680405.1,GCA_003946465.1__GCA_042680405.1,PASS,PASS,PASS,PASS
GCA_003946485.1,GCA_042679425.1,GCA_003946485.1__GCA_042679425.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946485.1,GCA_042680545.1,GCA_003946485.1__GCA_042680545.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946505.1,GCA_009600965.1,GCA_003946505.1__GCA_009600965.1,PASS,PASS,PASS,PASS
GCA_003946505.1,GCA_042680505.1,GCA_003946505.1__GCA_042680505.1,PASS,PASS,PASS,PASS
GCA_003946545.1,GCA_042659365.1,GCA_003946545.1__GCA_042659365.1,PASS,PASS,PASS,PASS
GCA_003946605.1,GCA_042659265.1,GCA_003946605.1__GCA_042659265.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946655.1,GCA_042659605.1,GCA_003946655.1__GCA_042659605.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003946675.1,GCA_042680365.1,GCA_003946675.1__GCA_042680365.1,PASS,PASS,PASS,PASS
GCA_003946725.1,GCA_042680425.1,GCA_003946725.1__GCA_042680425.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003950315.1,GCA_053759405.1,GCA_003950315.1__GCA_053759405.1,PASS,PASS,PASS,PASS
GCA_003950325.1,GCA_053759445.1,GCA_003950325.1__GCA_053759445.1,PASS,PASS,PASS,PASS
GCA_003950515.1,GCA_054053605.1,GCA_003950515.1__GCA_054053605.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003953935.1,GCA_045016065.1,GCA_003953935.1__GCA_045016065.1,PASS,PASS,PASS,PASS
GCA_003957475.1,GCA_020011215.1,GCA_003957475.1__GCA_020011215.1,PASS,PASS,PASS,PASS
GCA_003957475.1,GCA_020011255.1,GCA_003957475.1__GCA_020011255.1,PASS,PASS,PASS,PASS
GCA_003957475.1,GCA_021474205.1,GCA_003957475.1__GCA_021474205.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_003957475.1,GCA_040202075.1,GCA_003957475.1__GCA_040202075.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_003957475.1,GCA_042431565.1,GCA_003957475.1__GCA_042431565.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_003957475.1,GCA_042638415.1,GCA_003957475.1__GCA_042638415.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_003957475.1,GCA_963669775.1,GCA_003957475.1__GCA_963669775.1,PASS,FAIL_THRESHOLD,PASS,PASS
GCA_003957875.1,GCA_004684145.1,GCA_003957875.1__GCA_004684145.1,PASS,PASS,PASS,PASS
GCA_003957875.1,GCA_006974205.1,GCA_003957875.1__GCA_006974205.1,PASS,PASS,PASS,PASS
GCA_003957875.1,GCA_017301275.1,GCA_003957875.1__GCA_017301275.1,PASS,PASS,PASS,PASS
GCA_003957875.1,GCA_017654245.1,GCA_003957875.1__GCA_017654245.1,PASS,PASS,PASS,PASS
GCA_003957875.1,GCA_034424255.1,GCA_003957875.1__GCA_034424255.1,PASS,PASS,PASS,PASS
GCA_003957875.1,GCA_900457055.1,GCA_003957875.1__GCA_900457055.1,PASS,PASS,PASS,PASS
GCA_003966125.1,GCA_042678125.1,GCA_003966125.1__GCA_042678125.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003966215.1,GCA_020889625.1,GCA_003966215.1__GCA_020889625.1,PASS,PASS,PASS,PASS
GCA_003966215.1,GCA_042661285.1,GCA_003966215.1__GCA_042661285.1,PASS,PASS,PASS,FAIL_THRESHOLD
GCA_003966255.1,GCA_005280205.1,GCA_003966255.1__GCA_005280205.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003966655.1,GCA_018854555.2,GCA_003966655.1__GCA_018854555.2,PASS,PASS,PASS,PASS
GCA_003966915.1,GCA_030160335.1,GCA_003966915.1__GCA_030160335.1,FAIL_INITIAL,PASS,PASS,PASS
GCA_003967175.1,GCA_014648235.1,GCA_003967175.1__GCA_014648235.1,PASS,PASS,PASS,PASS
GCA_003967275.1,GCA_004346085.1,GCA_003967275.1__GCA_004346085.1,PASS,PASS,PASS,PASS
GCA_003968815.1,GCA_900458615.1,GCA_003968815.1__GCA_900458615.1,FAIL_INITIAL,PASS,PASS,FAIL_THRESHOLD
